iter	Logloss
327	0.2409202815
328	0.2406256653
329	0.2405304944
330	0.2404065071
331	0.2401387757
332	0.2399030563
333	0.2395905968
334	0.2394707472
335	0.2392948731
336	0.2391249188
337	0.2388988989
338	0.2385094066
339	0.2383858531
340	0.2381819853
341	0.2379136539
342	0.237750952
343	0.2375454433
344	0.2374552702
345	0.2372517243
346	0.2370589361
347	0.2368558905
348	0.2367842701
349	0.2364515696
350	0.2363342913
351	0.2360863287
352	0.2360177486
353	0.235678651
354	0.2352984048
355	0.2352333747
356	0.2351434492
357	0.2350876614
358	0.2349713933
359	0.234726877
360	0.2345254121
361	0.2343174397
362	0.2341590701
363	0.2341174686
364	0.233834525
365	0.2337456598
366	0.2334013714
367	0.2332330622
368	0.2329279707
369	0.2328338911
370	0.2327267404
371	0.232446694
372	0.2323788833
373	0.2321736101
374	0.2319232376
375	0.2318147059
376	0.2316078283
377	0.2314196115
378	0.2310454632
379	0.2308842691
380	0.2307264678
381	0.2306505892
382	0.2305007114
383	0.2302928776
384	0.2300289527
385	0.2297409942
386	0.2296400339
387	0.2294197738
388	0.2291539016
389	0.2290349766
390	0.2287702303
391	0.228460375
392	0.2283515263
393	0.2279612126
394	0.2278061235
395	0.2276793435
396	0.2275681504
397	0.2274145057
398	0.2271588395
399	0.2268108749
400	0.22667788
401	0.2264833452
402	0.2262915687
403	0.2261974011
404	0.2259679199
405	0.2258084866
406	0.2255603219
407	0.225308225
408	0.2250909944
409	0.2248413627
410	0.2246703443
411	0.224472482
412	0.2243047066
413	0.2239096842
414	0.2237928817
415	0.2236445755
416	0.2234949098
417	0.2233916123
418	0.2230990366
419	0.2229130819
420	0.2227967133
421	0.2225600423
422	0.2224473292
423	0.2223030053
424	0.2220349974
425	0.221939479
426	0.2217055963
427	0.221572714
428	0.2211299857
429	0.2211069597
430	0.2210003999
431	0.2204834208
432	0.2202946199
433	0.2200306727
434	0.2199633966
435	0.2198087305
436	0.2197245162
437	0.2195319371
438	0.2194104712
439	0.219281831
440	0.2191205
441	0.2189816091
442	0.2186527903
443	0.2183060348
444	0.2181052412
445	0.2180028287
446	0.2178455471
447	0.2177153563
448	0.2174634834
449	0.2173383521
450	0.2171007315
451	0.2169662417
452	0.2169236235
453	0.2167288193
454	0.2166583068
455	0.2162417179
456	0.2161989923
457	0.2159920532
458	0.21585498
459	0.2157053251
460	0.2154706965
461	0.2152850631
462	0.215231143
463	0.2149948668
464	0.2148086729
465	0.2146826444
466	0.2144443397
467	0.2142144959
468	0.214058314
469	0.2138484148
470	0.2136153832
471	0.2134337697
472	0.2133392072
473	0.2132485872
474	0.2131222657
475	0.2130739534
476	0.2129244059
477	0.2126659402
478	0.2122922092
479	0.212113481
480	0.2117842296
481	0.2116089513
482	0.2114441246
483	0.2113311682
484	0.2111704019
485	0.2111598599
486	0.2110742012
487	0.2108755383
488	0.2107976557
489	0.2106330338
490	0.2103509037
491	0.2102442569
492	0.2101886838
493	0.2100272828
494	0.2099489805
495	0.2096249472
496	0.2093872382
497	0.2091432407
498	0.2090242329
499	0.2089488747
500	0.2088829227
501	0.2086681202
502	0.2084203561
503	0.2082954242
504	0.2081533495
505	0.2079775678
506	0.2078606231
507	0.2076554401
508	0.2075218271
509	0.2073866811
510	0.2072525794
511	0.2071321133
512	0.206996724
513	0.2067851064
514	0.2067396137
515	0.2065934991
516	0.2064669363
517	0.2063717542
518	0.2062092143
519	0.2060585487
520	0.2057924142
521	0.2056070779
522	0.2054968659
523	0.2053448913
524	0.205209108
525	0.2051134336
526	0.2049119507
527	0.2047500863
528	0.2046019685
529	0.2044587674
530	0.2043308195
531	0.204017738
532	0.2038548371
533	0.2037496532
534	0.2037105227
535	0.2035099992
536	0.2033897416
537	0.2032630966
538	0.2030893286
539	0.2027820346
540	0.2027276277
541	0.202666118
542	0.2025738916
543	0.2024594647
544	0.2022931247
545	0.2020335386
546	0.2017682646
547	0.2015478127
548	0.2010662496
549	0.200992794
550	0.2008296258
551	0.2006667247
552	0.2005759552
553	0.2003805425
554	0.2000666043
555	0.1999834467
556	0.1998490005
557	0.1995308856
558	0.1994316977
559	0.1993591547
560	0.1992376719
561	0.1992129414
562	0.1991387103
563	0.1989653382
564	0.1988144749
565	0.1985261298
566	0.1983851882
567	0.1982458447
568	0.1982031681
569	0.1981075203
570	0.1979613292
571	0.1978661912
572	0.1978146384
573	0.1976104103
574	0.197463066
575	0.1972501298
576	0.1971062681
577	0.1967320353
578	0.1965579127
579	0.1965067597
580	0.1964644498
581	0.1962479033
582	0.1962246464
583	0.196106177
584	0.1959454229
585	0.1956818079
586	0.1956169923
587	0.1955757054
588	0.1954201365
589	0.1953173326
590	0.1951462954
591	0.1950406758
592	0.1949427916
593	0.1948068596
594	0.1947402805
595	0.1945940454
596	0.1945751553
597	0.1943607938
598	0.1941265924
599	0.1940379909
600	0.193875386
601	0.1937269298
602	0.1936273611
603	0.1936061944
604	0.1934736481
605	0.1933575817
606	0.1932414994
607	0.1931462766
608	0.193056929
609	0.19284379
610	0.1926880497
611	0.1924646779
612	0.1923486862
613	0.1923195446
614	0.1922338566
615	0.1921545922
616	0.1920998982
617	0.1920557805
618	0.1918314881
619	0.1917411589
620	0.1916662634
621	0.1916101795
622	0.191523036
623	0.1913739512
624	0.1912413402
625	0.1912008812
626	0.1910437956
627	0.1908185584
628	0.1906490816
629	0.190425628
630	0.1902808808
631	0.1901090318
632	0.1897563719
633	0.1895467901
634	0.1894854328
635	0.1891497569
636	0.188987892
637	0.1888650923
638	0.1888223137
639	0.1886301724
640	0.1885093608
641	0.1884287166
642	0.1883649132
643	0.1881522705
644	0.1880750537
645	0.1880284928
646	0.1879465684
647	0.1878121038
648	0.1877825115
649	0.1875331065
650	0.1871917374
651	0.1870140874
652	0.18693979
653	0.1868726711
654	0.186813459
655	0.18675351
656	0.1866762059
657	0.1864383217
658	0.1863959009
659	0.1862877521
660	0.1862803279
661	0.1861706217
662	0.1860869965
663	0.1859957263
664	0.1855915203
665	0.1855136121
666	0.1853705802
667	0.1852349098
668	0.185152016
669	0.1850249392
670	0.1849126436
671	0.1847718315
672	0.184641499
673	0.1845740982
674	0.1843393666
675	0.1842790333
676	0.184013866
677	0.1839046261
678	0.1837157673
679	0.1835201881
680	0.1834821337
681	0.1833511403
682	0.1833429658
683	0.1832326936
684	0.1832227501
685	0.1831502315
686	0.1830452177
687	0.1829074933
688	0.1828276991
689	0.182685385
690	0.1824866341
691	0.1823408658
692	0.1822400353
693	0.1821673357
694	0.1820011233
695	0.1818655766
696	0.1818510323
697	0.1817667112
698	0.1816502706
699	0.1815643335
700	0.1814577016
701	0.1814085036
702	0.1812104433
703	0.1810219843
704	0.1809067037
705	0.1808065722
706	0.1806157539
707	0.180580824
708	0.1804789764
709	0.1803989957
710	0.1803806606
711	0.1802875727
712	0.1802378899
713	0.1801596617
714	0.1798845513
715	0.1798068307
716	0.1797441555
717	0.1796379197
718	0.1795601762
719	0.1794738413
720	0.1793334268
721	0.1792519283
722	0.1790571158
723	0.1790034003
724	0.1788269421
725	0.1787778736
726	0.1787142694
727	0.1785818881
728	0.1785019433
729	0.1784101276
730	0.1782278339
731	0.1782024113
732	0.1781214128
733	0.1780900601
734	0.1777992439
735	0.1776499642
736	0.1775903312
737	0.1773324342
738	0.1772626747
739	0.1770683769
740	0.1770199601
741	0.1768667991
742	0.176745315
743	0.1766609284
744	0.1765385816
745	0.1764693062
746	0.1763155845
747	0.1762367321
748	0.1762091787
749	0.1761287825
750	0.17601225
751	0.1758763124
752	0.1758361172
753	0.1757710051
754	0.1755039645
755	0.1754670798
756	0.1754097201
757	0.1752175059
758	0.1751005386
759	0.1748325461
760	0.1747795666
761	0.1745612946
762	0.1742715095
763	0.1741931042
764	0.1741419633
765	0.1740565794
766	0.1737111977
767	0.1735976219
768	0.1734845208
769	0.173325881
770	0.1732526273
771	0.1731690599
772	0.1730439804
773	0.1729860424
774	0.1727793799
775	0.1726716431
776	0.1725441345
777	0.1724216202
778	0.1722532789
779	0.1721120195
780	0.1720186913
781	0.1719622867
782	0.1717033809
783	0.171667189
784	0.1715249951
785	0.1714223154
786	0.1713479651
787	0.1713242989
788	0.1712512526
789	0.1711627114
790	0.1709754965
791	0.1707794467
792	0.1706608734
793	0.1705524709
794	0.1703800488
795	0.1702544638
796	0.1700757615
797	0.1700015132
798	0.1698697886
799	0.1697361993
800	0.1696930252
801	0.1696135204
802	0.1695304645
803	0.1694353501
804	0.1692023749
805	0.1689953078
806	0.1688851078
807	0.168794885
808	0.1687357041
809	0.1685527197
810	0.1684657586
811	0.1684200023
812	0.1681915128
813	0.1681250671
814	0.1679979788
815	0.16789685
816	0.1676965377
817	0.1675450404
818	0.1674579413
819	0.1673474341
820	0.1672315528
821	0.1669837916
822	0.1668701716
823	0.1665374348
824	0.1664028612
825	0.1661153263
826	0.1659913946
827	0.1658462918
828	0.1656434002
829	0.1654574671
830	0.1652801891
831	0.1650503833
832	0.1648816631
833	0.1646939147
834	0.164598331
835	0.1645740527
836	0.1643661169
837	0.1642248771
838	0.1640419405
839	0.1639319359
840	0.1637196321
841	0.1635955072
842	0.1634132776
843	0.1633288098
844	0.1632459248
845	0.1631863976
846	0.1629946239
847	0.1628375204
848	0.1628074039
849	0.1627760814
850	0.1627101091
851	0.1625516772
852	0.1623457063
853	0.1621440228
854	0.1619689822
855	0.1618824606
856	0.1617217838
857	0.1615025837
858	0.1614464752
859	0.1613546638
860	0.1613042467
861	0.1611350375
862	0.161042654
863	0.1609088806
864	0.1608685932
865	0.1608307153
866	0.1607986695
867	0.1606893073
868	0.1605419907
869	0.1604639768
870	0.1603935112
871	0.1603265815
872	0.1601692515
873	0.1601418826
874	0.1601219728
875	0.159948944
876	0.1598360257
877	0.1597927783
878	0.1597161653
879	0.1596150085
880	0.1595764679
881	0.1594119181
882	0.1593073461
883	0.1590973733
884	0.1589767229
885	0.1586977219
886	0.1585347293
887	0.1584013536
888	0.1582817143
889	0.1582713937
890	0.1581946193
891	0.1579992441
892	0.1579395599
893	0.1579107493
894	0.1578347964
895	0.1577562451
896	0.1577039474
897	0.1576794518
898	0.1576423654
899	0.1574956936
900	0.1572507939
901	0.1571612731
902	0.157136583
903	0.1570763537
904	0.1570493089
905	0.1570251713
906	0.157005356
907	0.1569246556
908	0.1568102305
909	0.1566252734
910	0.1565715443
911	0.1564596373
912	0.1563378166
913	0.1561691434
914	0.1561001628
915	0.1560274134
916	0.1559106541
917	0.1558060507
918	0.1557126521
919	0.1556296372
920	0.1554326071
921	0.1553745033
922	0.1553188833
923	0.1553115103
924	0.1551636447
925	0.1550233002
926	0.1549982582
927	0.1548285567
928	0.154753242
929	0.1546534898
930	0.1545609243
931	0.1545306191
932	0.1544651801
933	0.154384091
934	0.154285119
935	0.154114384
936	0.1540517314
937	0.1539625919
938	0.1537430855
939	0.1536927893
940	0.1535934808
941	0.1534241011
942	0.1533769194
943	0.1532558539
944	0.1531850982
945	0.1531250679
946	0.1530364662
947	0.1528843205
948	0.1528750978
949	0.1527372804
950	0.1527147956
951	0.1526937466
952	0.1525560975
953	0.1525048642
954	0.1524074215
955	0.1521998114
956	0.1521577947
957	0.152000982
958	0.1518565385
959	0.1517273564
960	0.1516367621
961	0.1515832556
962	0.151563801
963	0.1514153593
964	0.1512711593
965	0.1511926578
966	0.1511454405
967	0.1510749641
968	0.1510496405
969	0.1510295127
970	0.1509807673
971	0.150971834
972	0.1509528255
973	0.1508642068
974	0.1506871342
975	0.1505626006
976	0.1504796741
977	0.1503244575
978	0.1501655924
979	0.1500095699
980	0.1499507335
981	0.14993342
982	0.1498810939
983	0.1497457209
984	0.1495737213
985	0.1494320463
986	0.1493610802
987	0.1492178965
988	0.1490171105
989	0.1489332576
990	0.148779222
991	0.1487321995
992	0.1487222824
993	0.1487092313
994	0.1486810999
995	0.148615798
996	0.1485617454
997	0.1485518371
998	0.1484962156
999	0.1483377231
